Time,Name,Attachment,Meet Name,Date,Event,Cut,Place
01:25.1,Bryce Grover,Sandpipers Of Nevada,2015 CA Desert Storm Memorial,5/24/15,100 FR LCM Male,Slower than B,Final 9th
44.09,Bryce Grover,Sandpipers Of Nevada,2015 CA Desert Storm Memorial,5/24/15,50 BK LCM Male,2012-2016 B,Final 7th
01:48.7,Bryce Grover,Sandpipers Of Nevada,2015 CA Desert Storm Memorial,5/24/15,100 BR LCM Male,Slower than B,Final 6th
03:24.4,Bryce Grover,Sandpipers Of Nevada,2015 CA Desert Storm Memorial,5/24/15,200 IM LCM Male,2012-2016 B,Final 4th
37.28,Bryce Grover,Sandpipers Of Nevada,2015 CA Desert Storm Memorial,5/23/15,50 FR LCM Male,2012-2016 B,Final 6th
03:03.6,Bryce Grover,Sandpipers Of Nevada,2015 CA Desert Storm Memorial,5/23/15,200 FR LCM Male,Slower than B,Final 6th
49.84,Bryce Grover,Sandpipers Of Nevada,2015 CA Desert Storm Memorial,5/23/15,50 BR LCM Male,2012-2016 B,Final 6th
01:29.8,Bryce Grover,Sandpipers Of Nevada,2015 CA Team Rebel Aquatics Ap,4/12/15,100 FR LCM Male,Slower than B,Final 6th
01:38.1,Bryce Grover,Sandpipers Of Nevada,2015 CA Team Rebel Aquatics Ap,4/12/15,100 BK LCM Male,Slower than B,Final 7th
03:32.4,Bryce Grover,Sandpipers Of Nevada,2015 CA Team Rebel Aquatics Ap,4/12/15,200 IM LCM Male,Slower than B,Final 1st
39.06,Bryce Grover,Sandpipers Of Nevada,2015 CA Team Rebel Aquatics Ap,4/11/15,50 FR LCM Male,Slower than B,Final 4th
03:12.8,Bryce Grover,Sandpipers Of Nevada,2015 CA Team Rebel Aquatics Ap,4/11/15,200 FR LCM Male,Slower than B,Final 6th
45.5,Bryce Grover,Sandpipers Of Nevada,2015 CA Team Rebel Aquatics Ap,4/11/15,50 BK LCM Male,Slower than B,Final 6th
01:54.7,Bryce Grover,Sandpipers Of Nevada,2015 CA Team Rebel Aquatics Ap,4/11/15,100 BR LCM Male,Slower than B,Final 7th
02:51.7,Bryce Grover,Unattached,2014 CA SANDPIPERS Intra Mu,11/22/14,200 FR SCY Male,Slower than B,Final 3rd
01:57.5,Bryce Grover,Unattached,2014 CA SANDPIPERS Intra Mu,11/22/14,100 FL SCY Male,Slower than B,Final 3rd
03:21.2,Bryce Grover,Unattached,2014 CA SANDPIPERS Intra Mu,11/22/14,200 IM SCY Male,Slower than B,Final 6th
01:43.1,Bryce Grover,Unattached,2014 CA SANDPIPERS Intra Mu,11/21/14,100 BR SCY Male,Slower than B,Final 2nd
40.25,Bryce Grover,Unattached,2014 PC Nevada State Championship,11/11/14,50 BK SCY Male,Slower than B,Prelim 29th
01:29.7,Bryce Grover,Unattached,2014 PC Nevada State Championship,11/9/14,100 BK SCY Male,Slower than B,Prelim 29th
34.96,Bryce Grover,Unattached,2014 CA Pumpkin Invitational 20,10/26/14,50 FR SCY Male,Slower than B,Final 10th
01:29.4,Bryce Grover,Unattached,2014 CA Pumpkin Invitational 20,10/26/14,100 BK SCY Male,Slower than B,Final 6th
47.63,Bryce Grover,Unattached,2014 CA Pumpkin Invitational 20,10/26/14,50 BR SCY Male,Slower than B,Final 3rd
01:32.8,Bryce Grover,Unattached,2014 CA Pumpkin Invitational 20,10/26/14,100 IM SCY Male,Slower than B,Final 7th
01:24.0,Bryce Grover,Unattached,2014 CA Pumpkin Invitational 20,10/25/14,100 FR SCY Male,Slower than B,Final 20th
41.49,Bryce Grover,Unattached,2014 CA Pumpkin Invitational 20,10/25/14,50 BK SCY Male,Slower than B,Final 13th
01:50.1,Bryce Grover,Unattached,2014 CA Pumpkin Invitational 20,10/25/14,100 BR SCY Male,Slower than B,Final 20th
44.31,Bryce Grover,Unattached,2014 CA Pumpkin Invitational 20,10/25/14,50 FL SCY Male,Slower than B,Final 15th
01:20.2,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Desert Storm BRW Meet,9/21/14,100 FR SCY Male,Slower than B,Final 18th
40.47,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Desert Storm BRW Meet,9/21/14,50 BK SCY Male,Slower than B,Final 4th
01:49.7,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Desert Storm BRW Meet,9/21/14,100 BR SCY Male,Slower than B,Final 13th
42.96,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Desert Storm BRW Meet,9/21/14,50 FL SCY Male,Slower than B,Final 12th
34.79,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Desert Storm BRW Meet,9/20/14,50 FR SCY Male,Slower than B,Final 9th
48.81,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Desert Storm BRW Meet,9/20/14,50 BR SCY Male,Slower than B,Final 8th
36.22,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA BCH Desert Invitational,9/6/14,50 FR SCY Male,Slower than B,Final 8th
44.64,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA BCH Desert Invitational,9/6/14,50 BK SCY Male,Slower than B,Final 5th
44.61,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA BCH Desert Invitational,9/6/14,50 FL SCY Male,Slower than B,Final 12th
46.2,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA SANDPIPERS CINCO de Mayo,5/2/14,50 FR LCM Male,Slower than B,Final 17th
01:36.5,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA SANDPIPERS CINCO de Mayo,5/2/14,100 FR LCM Male,Slower than B,Final 17th
03:27.7,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA SANDPIPERS CINCO de Mayo,5/2/14,200 FR LCM Male,Slower than B,Final 10th
49.81,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA SANDPIPERS CINCO de Mayo,5/2/14,50 BK LCM Male,Slower than B,Final 12th
01:45.6,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA SANDPIPERS CINCO de Mayo,5/2/14,100 BK LCM Male,Slower than B,Final 6th
01:06.3,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA SANDPIPERS CINCO de Mayo,5/2/14,50 BR LCM Male,Slower than B,Final 23rd
02:25.4,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA SANDPIPERS CINCO de Mayo,5/2/14,100 BR LCM Male,Slower than B,Final 14th
51.12,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA SANDPIPERS CINCO de Mayo,5/2/14,50 FL LCM Male,Slower than B,Final 7th
42.96,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Team Rebel Aquatics Lon,4/4/14,50 FR LCM Male,Slower than B,Final 10th
01:38.4,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Team Rebel Aquatics Lon,4/4/14,100 FR LCM Male,Slower than B,Final 10th
03:31.3,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Team Rebel Aquatics Lon,4/4/14,200 FR LCM Male,Slower than B,Final 5th
51.86,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Team Rebel Aquatics Lon,4/4/14,50 BK LCM Male,Slower than B,Final 11th
01:52.5,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Team Rebel Aquatics Lon,4/4/14,100 BK LCM Male,Slower than B,Final 4th
01:01.3,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Team Rebel Aquatics Lon,4/4/14,50 BR LCM Male,Slower than B,Final 9th
37.72,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Desert Committee SCY C,3/7/14,50 FR SCY Male,2012-2016 B,Prelim 29th
01:37.0,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Desert Committee SCY C,3/7/14,100 BK SCY Male,2012-2016 B,Prelim 21st
52.9,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Desert Committee SCY C,3/7/14,50 BR SCY Male,2012-2016 B,Prelim 27th
50.09,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Desert Committee SCY C,3/7/14,50 FL SCY Male,Slower than B,Prelim 23rd
38.16,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Desert Storm February,2/1/14,50 FR SCY Male,2012-2016 B,Final 6th
01:30.6,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Desert Storm February,2/1/14,100 FR SCY Male,Slower than B,Final 5th
44.96,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Desert Storm February,2/1/14,50 BK SCY Male,2012-2016 B,Final 2nd
01:39.5,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Desert Storm February,2/1/14,100 BK SCY Male,2012-2016 B,Final 5th
54.97,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Desert Storm February,2/1/14,50 BR SCY Male,Slower than B,Final 12th
02:03.6,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Desert Storm February,2/1/14,100 BR SCY Male,Slower than B,Final 7th
54.02,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Desert Storm February,2/1/14,50 FL SCY Male,Slower than B,Final 7th
01:43.8,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Desert Storm February,2/1/14,100 IM SCY Male,Slower than B,Final 6th
38.6,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Team Rebel Aquatics Mi,1/10/14,50 FR SCY Male,Slower than B,Final 12th
01:27.3,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Team Rebel Aquatics Mi,1/10/14,100 FR SCY Male,2012-2016 B,Final 10th
46.22,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Team Rebel Aquatics Mi,1/10/14,50 BK SCY Male,2012-2016 B,Final 10th
01:40.4,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Team Rebel Aquatics Mi,1/10/14,100 BK SCY Male,2012-2016 B,Final 7th
54.22,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Team Rebel Aquatics Mi,1/10/14,50 BR SCY Male,Slower than B,Final 7th
01:59.9,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Team Rebel Aquatics Mi,1/10/14,100 BR SCY Male,Slower than B,Final 8th
01:41.6,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Team Rebel Aquatics Mi,1/10/14,100 IM SCY Male,Slower than B,Final 9th
03:32.8,Bryce Grover,YMCA of Southern Nevada Swim Team,2014 CA Team Rebel Aquatics Mi,1/10/14,200 IM SCY Male,2012-2016 B,Final 3rd
37.06,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA SAND Mixed BRW Meet,12/6/13,50 FR SCY Male,2012-2016 B,Final 4th
01:26.1,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA SAND Mixed BRW Meet,12/6/13,100 FR SCY Male,2012-2016 B,Final 3rd
44.87,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA SAND Mixed BRW Meet,12/6/13,50 BK SCY Male,2012-2016 B,Final 2nd
01:39.4,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA SAND Mixed BRW Meet,12/6/13,100 BK SCY Male,2012-2016 B,Final 3rd
03:21.6,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA SAND Mixed BRW Meet,12/6/13,200 BK SCY Male,Slower than B,Final 21st
54.6,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA SAND Mixed BRW Meet,12/6/13,50 BR SCY Male,Slower than B,Final 2nd
37.04,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA Nevada State SC Champi,11/8/13,50 FR SCY Male,2012-2016 B,Final 31st
43.76,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA Nevada State SC Champi,11/8/13,50 BK SCY Male,2012-2016 B,Final 31st
38.25,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA Pumpkin Invitational,10/27/13,50 FR SCY Male,2012-2016 B,
02:37.1,Bryce Grover,Biola Eagle Swim Team,2013 CA Pumpkin Invitational,10/27/13,200 FR-R SCY Male,Slower than B,Final 5th
39.6,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA Pumpkin Invitational,10/25/13,50 FR SCY Male,Slower than B,Final 10th
43.72,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA Pumpkin Invitational,10/25/13,50 BK SCY Male,2012-2016 B,Final 7th
53.17,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA Pumpkin Invitational,10/25/13,50 BR SCY Male,2012-2016 B,Final 10th
01:58.4,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA Pumpkin Invitational,10/25/13,100 BR SCY Male,Slower than B,Final 10th
01:54.7,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA Desert Storm Memorial,5/24/13,100 FR LCM Male,Slower than B,Final 18th
56.29,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA Desert Storm Memorial,5/24/13,50 BK LCM Male,Slower than B,Final 10th
02:27.4,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA Desert Storm Memorial,5/24/13,100 BR LCM Male,Slower than B,Final 8th
49.96,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA SAND LC Meet,4/27/13,50 FR LCM Male,Slower than B,Final 14th
03:55.7,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA SAND LC Meet,4/27/13,200 FR LCM Male,Slower than B,Final 11th
01:58.7,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA SAND LC Meet,4/27/13,100 BK LCM Male,Slower than B,Final 7th
01:05.1,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA SAND LC Meet,4/27/13,50 BR LCM Male,Slower than B,Final 14th
50.99,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA TRA LC Opener,4/6/13,50 FR LCM Male,Slower than B,Final 33rd
01:54.3,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA TRA LC Opener,4/6/13,100 FR LCM Male,Slower than B,Final 27th
04:06.3,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA TRA LC Opener,4/6/13,200 FR LCM Male,Slower than B,Final 14th
57.28,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA TRA LC Opener,4/6/13,50 BK LCM Male,Slower than B,Final 29th
01:08.7,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA TRA LC Opener,4/6/13,50 BR LCM Male,Slower than B,Final 24th
04:45.1,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA TRA LC Opener,4/6/13,200 IM LCM Male,Slower than B,Final 11th
44.5,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA Desert Storm January I,1/26/13,50 FR SCY Male,Slower than B,Final 22nd
01:45.4,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA Desert Storm January I,1/26/13,100 FR SCY Male,Slower than B,Final 22nd
01:52.0,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA Desert Storm January I,1/26/13,100 BK SCY Male,Slower than B,Final 12th
01:00.2,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA Desert Storm January I,1/26/13,50 BR SCY Male,Slower than B,Final 20th
44.37,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA Desert Storm January I,1/26/13,50 FL SCY Male,2012-2016 B,Final 6th
01:59.8,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA Desert Storm January I,1/26/13,100 IM SCY Male,Slower than B,Final 12th
04:22.4,Bryce Grover,YMCA of Southern Nevada Swim Team,2013 CA Desert Storm January I,1/26/13,200 IM SCY Male,Slower than B,Final 5th
01:42.2,Bryce Grover,YMCA of Southern Nevada Swim Team,2012 CA BCH Fall Invitational,11/17/12,100 FR SCY Male,Slower than B,Final 19th
52.8,Bryce Grover,YMCA of Southern Nevada Swim Team,2012 CA BCH Fall Invitational,11/17/12,50 BK SCY Male,Slower than B,Final 19th
02:21.0,Bryce Grover,YMCA of Southern Nevada Swim Team,2012 CA BCH Fall Invitational,11/17/12,100 BR SCY Male,Slower than B,Final 16th
59.96,Bryce Grover,YMCA of Southern Nevada Swim Team,2012 CA BCH Fall Invitational,11/17/12,50 FL SCY Male,Slower than B,Final 13th
44.74,Bryce Grover,YMCA of Southern Nevada Swim Team,2012 CA Pumpkin Invitational,10/26/12,50 FR SCY Male,Slower than B,Final 15th
01:42.1,Bryce Grover,YMCA of Southern Nevada Swim Team,2012 CA Pumpkin Invitational,10/26/12,100 FR SCY Male,Slower than B,Final 26th
52.33,Bryce Grover,YMCA of Southern Nevada Swim Team,2012 CA Pumpkin Invitational,10/26/12,50 BK SCY Male,Slower than B,Final 19th
01:53.1,Bryce Grover,YMCA of Southern Nevada Swim Team,2012 CA Pumpkin Invitational,10/26/12,100 BK SCY Male,Slower than B,Final 14th
01:00.0,Bryce Grover,YMCA of Southern Nevada Swim Team,2012 CA Pumpkin Invitational,10/26/12,50 BR SCY Male,Slower than B,Final 13th
01:03.7,Bryce Grover,YMCA of Southern Nevada Swim Team,2012 CA Pumpkin Invitational,10/26/12,50 FL SCY Male,Slower than B,Final 17th
03:01.7,Bryce Grover,Goldsboro Family YMCA Sharks,2012 NC Long Course Open,5/6/12,200 FR-R LCM Male,Slower than B,Final 4th
02:00.2,Bryce Grover,Goldsboro Family YMCA Sharks,2012 NC Long Course Open,5/4/12,100 FR LCM Male,Slower than B,Final 38th
58.26,Bryce Grover,Goldsboro Family YMCA Sharks,2012 NC Long Course Open,5/4/12,50 BK LCM Male,Slower than B,Final 36th
02:44.6,Bryce Grover,Goldsboro Family YMCA Sharks,2012 NC Long Course Open,5/4/12,100 BR LCM Male,Slower than B,Final 22nd
01:54.3,Bryce Grover,Goldsboro Family YMCA Sharks,2012 NC MOR Short Course Qualifier,2/10/12,100 FR SCY Male,Slower than B,Final 52nd
57.87,Bryce Grover,Goldsboro Family YMCA Sharks,2012 NC MOR Short Course Qualifier,2/10/12,50 BK SCY Male,Slower than B,Final 46th
02:50.0,Bryce Grover,Goldsboro Family YMCA Sharks,2012 NC MOR Short Course Qualifier,2/10/12,100 BR SCY Male,Slower than B,Final 33rd
01:07.1,Bryce Grover,Goldsboro Family YMCA Sharks,2012 NC MOR Short Course Qualifier,2/10/12,50 FL SCY Male,Slower than B,Final 34th
01:02.5,Bryce Grover,Goldsboro Family YMCA Sharks,2011 NC GOLD Thanksgiving Invi,11/18/11,50 BK SCY Male,Slower than B,Final 6th
01:26.6,Bryce Grover,Goldsboro Family YMCA Sharks,2011 NC GOLD Thanksgiving Invi,11/18/11,50 BR SCY Male,Slower than B,Final 6th
